Time,Altitude,Velocity,Accel,Mass,Dyn. Pressure,Mach,Atm. Pressure,Stag. Temp,Flight_Type,Mission_ID
1237.0,3046373.85,1590.21,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1238.0,3046375.65,1590.2,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1239.0,3046373.22,1590.21,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1240.0,3046366.56,1590.23,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1241.0,3046355.68,1590.26,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1242.0,3046340.58,1590.3,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1243.0,3046321.24,1590.35,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1244.0,3046297.68,1590.42,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1245.0,3046269.9,1590.5,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1246.0,3046237.89,1590.59,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1247.0,3046201.65,1590.69,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1248.0,3046161.19,1590.81,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1249.0,3046116.5,1590.93,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1250.0,3046067.59,1591.07,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1251.0,3046014.45,1591.22,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1252.0,3045957.08,1591.38,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1253.0,3045895.49,1591.56,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1254.0,3045829.67,1591.74,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1255.0,3045759.62,1591.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1256.0,3045685.35,1592.15,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1257.0,3045606.85,1592.37,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1258.0,3045524.13,1592.61,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1259.0,3045437.18,1592.85,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1260.0,3045346.0,1593.11,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1261.0,3045250.59,1593.38,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1262.0,3045150.96,1593.66,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1263.0,3045047.1,1593.95,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1264.0,3044939.02,1594.26,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1265.0,3044826.71,1594.57,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1266.0,3044710.17,1594.9,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1267.0,3044589.4,1595.24,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1268.0,3044464.41,1595.59,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1269.0,3044335.19,1595.96,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1270.0,3044201.74,1596.33,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1271.0,3044064.06,1596.72,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1272.0,3043922.15,1597.12,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1273.0,3043776.02,1597.53,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1274.0,3043625.66,1597.96,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1275.0,3043471.07,1598.39,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1276.0,3043312.25,1598.84,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1277.0,3043149.21,1599.3,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1278.0,3042981.93,1599.77,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1279.0,3042810.43,1600.25,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1280.0,3042634.7,1600.74,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1281.0,3042454.74,1601.25,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1282.0,3042270.55,1601.77,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1283.0,3042082.13,1602.29,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1284.0,3041889.48,1602.84,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1285.0,3041692.6,1603.39,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1286.0,3041491.49,1603.95,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1287.0,3041286.15,1604.53,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1288.0,3041076.58,1605.12,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1289.0,3040862.78,1605.71,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1290.0,3040644.75,1606.33,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1291.0,3040422.49,1606.95,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1292.0,3040196.0,1607.58,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1293.0,3039965.28,1608.23,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1294.0,3039730.32,1608.89,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1295.0,3039491.13,1609.55,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1296.0,3039247.72,1610.24,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1297.0,3039000.07,1610.93,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1298.0,3038748.18,1611.63,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1299.0,3038492.07,1612.35,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1300.0,3038231.72,1613.07,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1301.0,3037967.14,1613.81,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1302.0,3037698.33,1614.56,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1303.0,3037425.28,1615.32,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1304.0,3037148.0,1616.1,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1305.0,3036866.49,1616.88,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1306.0,3036580.74,1617.68,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1307.0,3036290.75,1618.48,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1308.0,3035996.54,1619.3,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1309.0,3035698.08,1620.13,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1310.0,3035395.4,1620.97,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1311.0,3035088.47,1621.82,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1312.0,3034777.32,1622.69,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1313.0,3034461.92,1623.56,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1314.0,3034142.29,1624.45,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1315.0,3033818.42,1625.35,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1316.0,3033490.32,1626.26,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1317.0,3033157.98,1627.18,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1318.0,3032821.4,1628.11,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1319.0,3032480.59,1629.06,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1320.0,3032135.53,1630.01,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1321.0,3031786.24,1630.98,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1322.0,3031432.71,1631.95,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1323.0,3031074.94,1632.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1324.0,3030712.93,1633.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1325.0,3030346.68,1634.95,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1326.0,3029976.2,1635.97,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1327.0,3029601.47,1637.0,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1328.0,3029222.5,1638.05,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1329.0,3028839.29,1639.1,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1330.0,3028451.84,1640.17,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1331.0,3028060.15,1641.25,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1332.0,3027664.22,1642.33,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1333.0,3027264.04,1643.43,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1334.0,3026859.62,1644.54,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1335.0,3026450.96,1645.67,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1336.0,3026038.06,1646.8,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1337.0,3025620.91,1647.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1338.0,3025199.52,1649.09,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1339.0,3024773.88,1650.26,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1340.0,3024344.0,1651.43,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1341.0,3023909.88,1652.62,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1342.0,3023471.51,1653.82,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1343.0,3023028.89,1655.03,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1344.0,3022582.03,1656.25,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1345.0,3022130.92,1657.48,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1346.0,3021675.56,1658.72,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1347.0,3021215.96,1659.97,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1348.0,3020752.11,1661.23,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1349.0,3020284.01,1662.5,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1350.0,3019811.66,1663.79,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1351.0,3019335.06,1665.08,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1352.0,3018854.22,1666.39,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1353.0,3018369.12,1667.7,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1354.0,3017879.77,1669.03,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1355.0,3017386.18,1670.37,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1356.0,3016888.33,1671.71,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1357.0,3016386.23,1673.07,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1358.0,3015879.88,1674.44,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1359.0,3015369.27,1675.82,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1360.0,3014854.42,1677.21,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1361.0,3014335.3,1678.61,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1362.0,3013811.94,1680.02,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1363.0,3013284.32,1681.44,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1364.0,3012752.45,1682.87,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1365.0,3012216.32,1684.31,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1366.0,3011675.94,1685.76,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1367.0,3011131.29,1687.22,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1368.0,3010582.4,1688.7,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1369.0,3010029.24,1690.18,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1370.0,3009471.83,1691.67,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1371.0,3008910.16,1693.18,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1372.0,3008344.23,1694.69,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1373.0,3007774.05,1696.21,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1374.0,3007199.6,1697.75,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1375.0,3006620.89,1699.29,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1376.0,3006037.92,1700.85,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1377.0,3005450.7,1702.41,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1378.0,3004859.21,1703.99,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1379.0,3004263.45,1705.57,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1380.0,3003663.44,1707.17,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1381.0,3003059.16,1708.77,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1382.0,3002450.62,1710.38,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1383.0,3001837.81,1712.01,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1384.0,3001220.74,1713.64,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1385.0,3000599.4,1715.29,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1386.0,2999973.8,1716.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1387.0,2999343.93,1718.61,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1388.0,2998709.8,1720.28,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1389.0,2998071.39,1721.97,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1390.0,2997428.72,1723.66,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1391.0,2996781.78,1725.36,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1392.0,2996130.57,1727.08,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1393.0,2995475.09,1728.8,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1394.0,2994815.35,1730.53,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1395.0,2994151.32,1732.28,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1396.0,2993483.03,1734.03,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1397.0,2992810.47,1735.79,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1398.0,2992133.63,1737.56,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1399.0,2991452.52,1739.34,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1400.0,2990767.14,1741.14,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1401.0,2990077.48,1742.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1402.0,2989383.54,1744.75,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1403.0,2988685.33,1746.57,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1404.0,2987982.85,1748.4,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1405.0,2987276.09,1750.23,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1406.0,2986565.04,1752.08,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1407.0,2985849.73,1753.94,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1408.0,2985130.13,1755.81,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1409.0,2984406.25,1757.68,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1410.0,2983678.09,1759.57,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1411.0,2982945.65,1761.46,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1412.0,2982208.93,1763.37,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1413.0,2981467.93,1765.28,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1414.0,2980722.65,1767.21,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1415.0,2979973.08,1769.14,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1416.0,2979219.23,1771.08,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1417.0,2978461.09,1773.03,0.46,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1418.0,2977698.67,1774.99,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1419.0,2976931.96,1776.96,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1420.0,2976160.96,1778.94,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1421.0,2975385.68,1780.92,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1422.0,2974606.11,1782.92,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1423.0,2973822.25,1784.93,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1424.0,2973034.1,1786.94,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1425.0,2972241.66,1788.96,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1426.0,2971444.93,1791.0,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1427.0,2970643.9,1793.04,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1428.0,2969838.59,1795.09,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1429.0,2969028.98,1797.15,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1430.0,2968215.08,1799.22,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1431.0,2967396.88,1801.29,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1432.0,2966574.39,1803.38,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1433.0,2965747.6,1805.47,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1434.0,2964916.52,1807.58,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1435.0,2964081.13,1809.69,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1436.0,2963241.45,1811.81,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1437.0,2962397.47,1813.94,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1438.0,2961549.19,1816.08,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1439.0,2960696.61,1818.23,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1440.0,2959839.73,1820.38,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1441.0,2958978.55,1822.55,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1442.0,2958113.06,1824.72,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1443.0,2957243.28,1826.9,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1444.0,2956369.18,1829.09,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1445.0,2955490.78,1831.29,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1446.0,2954608.08,1833.5,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1447.0,2953721.07,1835.72,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1448.0,2952829.75,1837.94,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1449.0,2951934.12,1840.17,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1450.0,2951034.18,1842.42,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1451.0,2950129.94,1844.67,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1452.0,2949221.38,1846.92,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1453.0,2948308.51,1849.19,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1454.0,2947391.33,1851.47,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1455.0,2946469.84,1853.75,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1456.0,2945544.03,1856.04,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1457.0,2944613.91,1858.34,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1458.0,2943679.47,1860.65,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1459.0,2942740.71,1862.97,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1460.0,2941797.64,1865.29,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1461.0,2940850.25,1867.62,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1462.0,2939898.54,1869.97,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1463.0,2938942.51,1872.31,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1464.0,2937982.16,1874.67,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1465.0,2937017.49,1877.04,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1466.0,2936048.5,1879.41,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1467.0,2935075.18,1881.79,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1468.0,2934097.54,1884.18,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1469.0,2933115.57,1886.58,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1470.0,2932129.28,1888.99,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1471.0,2931138.66,1891.4,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1472.0,2930143.71,1893.82,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1473.0,2929144.43,1896.25,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1474.0,2928140.83,1898.69,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1475.0,2927132.89,1901.14,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
1476.0,2926120.62,1903.59,0.47,25506.96,0.0,0.0,0.0,216.65,Heavy_Lift_Standard,M-001
